0,0.0
1,0.0213784572524
2,0.0213784572524
3,0.149649197631
4,0.406190665842
5,0.0
6,0.0
7,0.0427569145048
8,0.10689227999
9,0.0641353654848
10,0.235163020368
11,0.277919947418
12,0.149649197631
13,0.128270734106
14,0.128270734106
15,0.213784559979
16,0.0427569145048
17,0.0427569145048
18,0.0213784572524
19,0.0
20,0.0213784572524
21,0.0213784572524
22,0.0
23,0.0
24,0.0213784572524
25,0.0
26,0.0
27,0.0
28,0.0213784572524
29,0.0
30,0.0
31,0.0213784572524
32,0.0
33,0.0855138258734
34,0.0641353654848
35,0.0855138258734
36,0.0641353654848
37,0.149649197631
38,0.0
39,0.0427569145048
40,0.0213784572524
41,0.0
42,0.0427569145048
43,0.0
44,0.0213784572524
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0213784572524
50,0.0
51,0.0213784572524
52,0.0213784572524
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0427569145048
61,0.0213784572524
62,0.0427569145048
63,0.0427569145048
64,0.128270734106
65,0.0
66,0.0
67,0.0
68,0.0213784572524
69,0.0
70,0.0
71,0.0427569145048
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0213784572524
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0427569145048
114,0.470326040736
115,0.0427569145048
116,0.0
117,0.0427569145048
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.10689227999
128,0.149649197631
129,0.0213784572524
130,0.0
131,0.10689227999
132,0.192406093318
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.128270734106
147,0.149649197631
148,0.0641353654848
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0213784572524
158,0.10689227999
159,0.0213784572524
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0213784572524
178,0.192406093318
179,0.0213784572524
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0427569145048
190,0.256541468212
191,0.0855138258734
192,0.0213784572524
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
